戦略,戦略タイプ,利確pips,損切りpips,時間帯,曜日,トレンド環境,ボラ環境,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"BB逆張り(期間30, 2.5σ)",BB逆張り,6,30,全時間,水,なし,なし,984,4.7,79.2,-1038.6,6.0,-27.86,0.818,-1108.3,4,388,5.0,84.3,329.8,6.0,-26.76,1.202,-144.0,3,1.469,71.1,要注意
"BBブレイク(期間30, 2.0σ)",BBブレイク,15,25,東京(9-15時),全曜日,上昇のみ,ATR低,375,1.1,60.8,-3.4,14.51,-22.53,0.999,-347.7,5,140,1.2,67.9,329.4,14.79,-23.91,1.306,-125.0,3,1.307,71.1,要注意
"BBブレイク(期間25, 2.0σ)",BBブレイク,10,10,東京(9-15時),全曜日,順方向のみ,ATR低,477,1.2,53.7,347.5,9.97,-9.98,1.158,-150.0,8,180,1.3,55.6,207.1,10.0,-9.91,1.261,-60.0,4,1.089,71.1,採用候補
"MACDクロス(12,26,6)",MACDクロス,6,30,全時間,金,なし,ATR低,493,2.6,80.1,-440.0,5.97,-28.54,0.843,-486.0,3,228,3.1,84.2,163.9,6.0,-27.45,1.166,-150.9,2,1.383,71.0,要注意
"BBブレイク(期間30, 1.5σ)",BBブレイク,8,30,東京(9-15時),月,なし,なし,557,2.7,75.9,-463.4,7.98,-28.64,0.879,-549.2,4,240,3.1,81.7,314.9,8.0,-28.48,1.251,-158.0,3,1.423,71.0,要注意
"BBブレイク(期間30, 2.0σ)",BBブレイク,10,12,東京(9-15時),月,なし,直近30分変動大,380,2.4,57.4,229.7,9.97,-12.0,1.118,-132.0,9,172,2.4,61.6,268.0,10.0,-12.0,1.338,-88.0,4,1.197,71.0,採用候補
"BBブレイク(期間30, 2.0σ)",BBブレイク,5,20,ロンドン(16-21時),全曜日,順方向のみ,ATR高,580,1.7,81.4,238.5,5.0,-19.64,1.112,-159.3,4,178,1.7,83.1,153.1,5.0,-19.56,1.261,-85.0,3,1.134,70.9,採用候補
"BBブレイク(期間30, 2.0σ)",BBブレイク,4,25,東京(9-15時),全曜日,上昇のみ,ATR低,467,1.4,86.3,110.8,4.0,-23.46,1.074,-126.2,3,177,1.5,88.1,102.4,3.98,-24.69,1.197,-83.0,2,1.115,70.9,採用候補
"BB逆張り(期間14, 2.0σ)",BB逆張り,4,25,ロンドン(16-21時),全曜日,順方向のみ,直近30分変動大,486,1.2,85.8,-14.3,4.0,-24.38,0.991,-286.0,3,195,1.2,87.7,93.5,4.0,-24.6,1.158,-82.0,2,1.169,70.9,要注意
"MACDクロス(8,26,6)",MACDクロス,12,12,全時間,火,上昇のみ,ATR高,383,3.1,47.3,-284.7,11.71,-11.9,0.882,-378.0,9,141,3.6,55.3,173.6,11.92,-12.0,1.23,-84.0,4,1.395,70.9,要注意
"RSI逆張り(期間14, 30/70)",RSI逆張り,8,15,15時台,全曜日,なし,なし,375,1.1,59.7,-476.8,7.97,-14.98,0.789,-484.4,5,148,1.1,68.2,112.4,7.95,-14.69,1.163,-89.0,3,1.474,70.9,要注意
"MACDクロス(8,26,9)",MACDクロス,10,20,全時間,月,レンジのみ,なし,577,2.8,64.6,-187.4,9.88,-18.98,0.952,-452.8,10,217,2.8,71.0,313.1,9.92,-19.27,1.258,-140.0,3,1.321,70.9,要注意
"BBブレイク(期間14, 1.5σ)",BBブレイク,8,5,全時間,火,下降のみ,ATR低,314,2.8,36.0,-101.0,8.0,-5.0,0.9,-154.0,11,132,3.3,44.7,107.0,8.0,-5.0,1.293,-52.0,8,1.437,70.8,要注意
"BB逆張り(期間14, 2.0σ)",BB逆張り,6,20,全時間,木,レンジのみ,直近30分変動大,529,3.0,76.6,-0.1,5.99,-19.56,1.0,-270.0,4,224,3.1,79.5,163.2,5.99,-19.62,1.181,-118.0,2,1.181,70.8,要注意
"MACDクロス(16,21,6)",MACDクロス,30,10,NY(21-23時),木,なし,なし,365,1.9,26.3,-394.8,23.07,-9.7,0.849,-405.9,19,131,1.8,34.4,316.6,25.62,-9.73,1.378,-110.0,9,1.5,70.8,要注意
"BB逆張り(期間14, 2.0σ)",BB逆張り,5,25,全時間,月,レンジのみ,なし,664,3.3,82.4,25.6,4.97,-23.03,1.01,-235.0,3,236,3.3,86.0,251.5,4.99,-23.1,1.33,-110.0,4,1.317,70.8,要注意
"BBブレイク(期間20, 2.0σ)",BBブレイク,8,25,ロンドン(16-21時),木,なし,なし,486,2.3,70.2,-602.7,7.98,-22.93,0.819,-822.0,5,171,2.2,77.8,184.1,8.0,-23.16,1.209,-133.0,3,1.476,70.7,要注意
"RSI逆張り(期間7, 30/65)",RSI逆張り,5,12,全時間,金,上昇のみ,ATR低,406,3.2,65.8,-341.9,4.97,-12.0,0.795,-414.9,7,181,3.4,73.5,89.0,5.0,-12.0,1.155,-85.0,3,1.453,70.6,要注意
"RSI逆張り(期間7, 35/60)",RSI逆張り,10,15,15時台,全曜日,レンジのみ,なし,344,1.1,53.2,-608.1,9.81,-14.92,0.747,-704.4,6,129,1.2,62.8,98.4,9.95,-14.74,1.139,-95.0,4,1.5,70.6,要注意
"BBブレイク(期間14, 2.0σ)",BBブレイク,8,5,22時台,全曜日,順方向のみ,なし,403,1.2,37.7,-62.6,7.83,-4.99,0.95,-176.7,8,122,1.1,44.3,89.0,7.94,-5.0,1.262,-47.0,7,1.328,70.5,要注意
"BB逆張り(期間20, 1.5σ)",BB逆張り,5,15,東京(9-15時),木,上昇のみ,なし,307,2.6,69.4,-345.0,5.0,-15.0,0.755,-370.0,5,122,2.9,76.2,30.0,5.0,-15.0,1.069,-45.0,2,1.416,70.5,要注意
"MACDクロス(12,21,9)",MACDクロス,4,30,全時間,火,順方向のみ,直近30分変動大,434,2.7,82.9,-705.2,4.0,-28.99,0.671,-909.2,3,218,3.1,88.5,56.1,4.0,-28.64,1.078,-130.0,2,1.5,70.5,要注意
"MACDクロス(8,21,6)",MACDクロス,5,20,全時間,木,上昇のみ,ATR低,311,2.5,76.8,-219.1,5.0,-19.64,0.845,-254.1,3,141,2.9,83.0,105.0,5.0,-20.0,1.219,-110.0,3,1.443,70.5,要注意
押し目(EMA200+RSI40/60),押し目,15,25,全時間,月,レンジのみ,なし,319,1.7,56.1,-609.2,14.54,-22.94,0.81,-689.1,6,106,1.6,65.1,190.7,14.89,-22.62,1.228,-155.6,4,1.5,70.5,要注意
"RSI逆張り(期間7, 40/75)",RSI逆張り,6,25,全時間,火,レンジのみ,なし,849,4.1,79.2,-280.3,5.99,-24.33,0.935,-559.0,4,362,4.7,82.9,258.0,6.0,-24.87,1.167,-168.0,2,1.248,70.5,要注意
"RSI逆張り(期間14, 20/65)",RSI逆張り,25,5,全時間,月,なし,直近30分変動大,389,2.6,11.3,-643.0,24.59,-5.0,0.627,-638.0,24,172,2.8,22.1,244.2,24.06,-5.0,1.364,-105.0,15,1.5,70.5,要注意
"BBブレイク(期間20, 2.0σ)",BBブレイク,4,12,東京(9-15時),全曜日,下降のみ,直近30分変動大,818,2.2,72.5,-328.0,4.0,-12.0,0.879,-464.0,6,372,2.2,77.7,160.0,4.0,-12.0,1.161,-80.0,4,1.321,70.4,要注意
"BBブレイク(期間30, 1.5σ)",BBブレイク,10,30,10時台,全曜日,順方向のみ,なし,365,1.1,72.3,-254.2,9.96,-28.54,0.912,-504.2,4,159,1.1,77.4,159.7,9.92,-29.47,1.151,-130.0,2,1.262,70.4,要注意
"BBブレイク(期間25, 1.5σ)",BBブレイク,12,12,ロンドン(16-21時),木,なし,ATR高,330,2.5,50.9,59.1,11.89,-11.97,1.03,-171.2,6,102,2.5,54.9,122.3,11.86,-11.78,1.226,-60.0,4,1.19,70.4,要注意
"BB逆張り(期間30, 2.0σ)",BB逆張り,12,25,9時台,全曜日,レンジのみ,なし,338,1.0,66.6,-68.8,11.84,-24.18,0.975,-418.2,7,116,1.1,73.3,262.6,11.96,-24.33,1.348,-127.0,4,1.383,70.4,要注意
"BBブレイク(期間20, 1.5σ)",BBブレイク,4,15,ロンドン(16-21時),水,上昇のみ,なし,413,2.8,76.3,-180.9,4.0,-14.7,0.874,-366.0,5,153,3.3,81.0,61.0,4.0,-15.0,1.14,-87.0,2,1.304,70.3,要注意
"MACDクロス(12,35,9)",MACDクロス,5,25,全時間,火,上昇のみ,ATR低,332,2.3,80.7,-188.6,5.0,-23.88,0.877,-338.0,3,112,2.2,84.8,73.6,5.0,-23.61,1.183,-105.0,2,1.349,70.3,要注意
"EMAクロス(3,100)",EMAクロス,4,12,東京(9-15時),全曜日,下降のみ,なし,363,1.3,72.5,-140.5,4.0,-11.92,0.882,-232.0,5,133,1.3,78.2,68.0,4.0,-12.0,1.195,-56.0,4,1.355,70.3,要注意
"RSI逆張り(期間7, 25/75)",RSI逆張り,8,12,10時台,全曜日,なし,直近30分変動大,428,1.2,56.5,-296.0,8.0,-12.0,0.867,-508.0,7,177,1.1,62.1,76.0,8.0,-12.0,1.095,-84.0,2,1.263,70.3,要注意
"MACDクロス(8,26,6)",MACDクロス,8,15,全時間,金,レンジのみ,ATR高,383,2.7,66.3,127.0,8.0,-14.77,1.067,-234.0,4,109,2.7,69.7,121.1,7.92,-14.58,1.252,-67.0,4,1.173,70.2,採用候補
"EMAクロス(10,50)",EMAクロス,25,5,ロンドン(16-21時),木,なし,なし,331,2.1,15.7,-235.7,22.29,-5.0,0.831,-379.0,27,109,1.9,20.2,115.0,25.0,-5.0,1.264,-75.0,13,1.5,70.1,要注意
"MACDクロス(12,21,12)",MACDクロス,20,20,東京(9-15時),全曜日,下降のみ,ATR高,360,1.6,51.9,247.7,19.78,-19.95,1.072,-291.8,7,160,1.6,58.8,534.0,19.72,-20.0,1.405,-120.0,5,1.311,70.1,採用候補
"BBブレイク(期間25, 2.0σ)",BBブレイク,8,25,全時間,火,なし,ATR低,485,2.4,73.8,-197.4,7.98,-24.04,0.935,-312.0,5,201,3.0,79.1,253.2,7.95,-24.06,1.251,-190.0,3,1.338,70.0,要注意
"MACDクロス(8,26,6)",MACDクロス,6,5,東京(9-15時),月,下降のみ,なし,355,3.5,40.0,-213.0,6.0,-5.0,0.8,-261.0,13,156,3.7,49.4,67.0,6.0,-5.0,1.17,-44.0,7,1.462,69.9,要注意
押し目(EMA200+RSI45/60),押し目,8,20,東京(9-15時),全曜日,順方向のみ,ATR低,443,1.2,71.3,105.9,7.93,-18.91,1.044,-260.0,4,136,1.2,73.5,116.2,7.97,-18.9,1.171,-102.2,2,1.122,69.9,要注意
"BB逆張り(期間25, 1.5σ)",BB逆張り,8,10,全時間,水,レンジのみ,ATR高,304,2.5,55.3,-7.0,8.0,-9.93,0.995,-190.0,6,113,2.2,61.9,126.9,7.96,-10.0,1.295,-78.0,5,1.302,69.9,要注意
"BB逆張り(期間25, 2.0σ)",BB逆張り,12,10,21時台,全曜日,なし,直近30分変動大,507,1.2,42.4,-349.0,11.92,-9.97,0.88,-529.2,10,171,1.1,52.0,228.4,11.78,-10.0,1.279,-86.9,7,1.453,69.9,要注意
"EMAクロス(20,30)",EMAクロス,30,8,全時間,全曜日,レンジのみ,ATR低,473,1.4,23.7,92.2,26.35,-7.92,1.032,-327.5,26,152,1.3,31.6,421.0,25.8,-7.86,1.515,-106.0,11,1.468,69.9,要注意
"MACDクロス(16,21,6)",MACDクロス,4,30,全時間,火,順方向のみ,直近30分変動大,434,2.7,83.4,-639.6,4.0,-28.99,0.694,-797.6,2,216,3.1,88.4,48.1,4.0,-28.64,1.067,-126.0,2,1.5,69.9,要注意
"EMAクロス(10,30)",EMAクロス,6,30,東京(9-15時),全曜日,レンジのみ,なし,556,1.2,78.6,-769.0,6.0,-28.48,0.773,-805.1,3,208,1.2,85.6,166.8,5.99,-30.0,1.185,-186.0,4,1.5,69.9,要注意
"MACDクロス(12,26,12)",MACDクロス,10,5,東京(9-15時),金,レンジのみ,なし,316,2.2,30.4,-140.0,10.0,-5.0,0.873,-210.0,13,131,2.4,38.2,95.0,10.0,-5.0,1.235,-50.0,9,1.415,69.9,要注意
"RSI逆張り(期間7, 35/75)",RSI逆張り,12,25,東京(9-15時),木,なし,直近30分変動大,311,2.2,59.8,-846.1,12.0,-24.62,0.725,-933.0,4,130,2.0,70.0,117.0,12.0,-25.0,1.12,-172.0,3,1.5,69.9,要注意
"EMAクロス(10,100)",EMAクロス,10,8,9時台,全曜日,レンジのみ,なし,304,1.1,43.4,-56.0,10.0,-8.0,0.959,-262.0,9,104,1.1,52.9,158.0,10.0,-8.0,1.403,-84.0,8,1.463,69.8,要注意
"BB逆張り(期間30, 1.5σ)",BB逆張り,12,10,10時台,全曜日,なし,ATR高,423,1.2,41.8,-326.3,12.0,-9.96,0.867,-352.3,11,183,1.2,50.8,216.0,12.0,-10.0,1.24,-88.0,6,1.43,69.8,要注意
押し目(EMA200+RSI45/55),押し目,8,10,ロンドン(16-21時),全曜日,レンジのみ,なし,848,1.5,53.1,-396.8,7.96,-10.0,0.9,-424.8,8,315,1.6,61.3,324.8,7.96,-9.93,1.268,-94.0,7,1.409,69.8,要注意
"MACDクロス(8,21,12)",MACDクロス,15,25,東京(9-15時),全曜日,下降のみ,ATR高,385,1.7,61.8,-112.5,14.96,-24.99,0.969,-337.5,5,171,1.6,67.8,349.4,14.87,-25.0,1.254,-185.0,3,1.294,69.8,要注意
押し目(EMA200+RSI35/60),押し目,10,15,ロンドン(16-21時),全曜日,上昇のみ,なし,301,1.1,59.5,-11.4,9.82,-14.5,0.994,-209.3,7,109,1.1,67.0,187.6,9.77,-14.6,1.357,-140.0,4,1.365,69.8,要注意
"BBブレイク(期間14, 2.0σ)",BBブレイク,25,12,ロンドン(16-21時),全曜日,上昇のみ,ATR高,410,1.5,33.4,-134.4,22.54,-11.8,0.958,-553.6,14,114,1.5,39.5,252.9,23.83,-11.88,1.309,-105.0,5,1.366,69.7,要注意
"MACDクロス(12,35,9)",MACDクロス,12,30,東京(9-15時),全曜日,順方向のみ,ATR低,389,1.1,66.3,-445.7,11.89,-26.81,0.873,-707.8,4,136,1.1,73.5,159.4,11.75,-28.21,1.157,-109.0,3,1.325,69.7,要注意
"BBブレイク(期間14, 2.0σ)",BBブレイク,4,25,ロンドン(16-21時),月,なし,直近30分変動大,423,2.5,83.5,-225.9,4.0,-23.4,0.862,-396.5,3,178,2.5,88.2,126.2,4.0,-23.9,1.251,-128.0,4,1.451,69.7,要注意
"BB逆張り(期間30, 2.0σ)",BB逆張り,30,15,16時台,全曜日,なし,直近30分変動大,398,1.1,33.9,-78.9,28.32,-14.84,0.98,-613.9,11,135,1.1,42.2,505.6,29.19,-14.85,1.437,-120.0,7,1.466,69.7,要注意
"BB逆張り(期間14, 1.5σ)",BB逆張り,8,5,ロンドン(16-21時),火,順方向のみ,なし,351,1.9,35.0,-156.0,8.0,-5.0,0.863,-183.0,11,148,2.2,41.9,66.0,8.0,-5.0,1.153,-42.0,6,1.336,69.6,要注意
"MACDクロス(8,26,6)",MACDクロス,15,25,全時間,火,なし,ATR高,710,4.0,58.5,-991.2,14.55,-23.83,0.859,-1365.3,6,300,4.5,66.0,585.0,14.93,-23.24,1.247,-170.0,4,1.452,69.6,要注意
"BBブレイク(期間14, 1.5σ)",BBブレイク,8,25,全時間,木,順方向のみ,ATR高,757,4.0,74.6,-77.0,8.0,-23.93,0.983,-409.6,4,244,3.9,79.5,330.5,8.0,-24.43,1.271,-144.0,4,1.293,69.6,要注意
押し目(EMA200+RSI35/65),押し目,12,12,ロンドン(16-21時),全曜日,上昇のみ,なし,302,1.1,50.3,34.4,11.86,-11.78,1.019,-153.0,7,111,1.2,58.6,220.0,11.57,-11.57,1.413,-135.5,5,1.387,69.5,要注意
"EMAクロス(25,30)",EMAクロス,8,5,東京(9-15時),水,なし,なし,351,2.1,33.0,-247.0,8.0,-5.0,0.79,-274.0,15,134,2.1,41.0,45.0,8.0,-5.0,1.114,-38.0,5,1.41,69.5,要注意
"BB逆張り(期間30, 2.0σ)",BB逆張り,12,20,全時間,火,レンジのみ,なし,553,2.7,63.1,148.6,11.88,-19.6,1.037,-426.3,5,231,3.1,68.0,396.2,11.93,-19.96,1.268,-192.0,3,1.223,69.5,要注意
押し目(EMA200+RSI40/60),押し目,15,8,ロンドン(16-21時),火,なし,なし,452,2.2,31.2,-389.7,14.85,-7.98,0.843,-464.3,14,181,2.5,41.4,284.2,15.0,-7.93,1.338,-141.0,14,1.5,69.5,要注意
"BB逆張り(期間14, 2.0σ)",BB逆張り,8,30,全時間,水,順方向のみ,直近30分変動大,363,2.1,76.3,-286.7,7.97,-28.99,0.885,-482.1,4,162,2.2,82.1,251.6,7.97,-27.86,1.311,-194.3,4,1.481,69.5,要注意
"MACDクロス(12,26,6)",MACDクロス,30,5,全時間,木,上昇のみ,ATR高,464,3.4,14.7,-143.8,27.0,-5.0,0.927,-190.0,18,146,3.2,19.2,227.3,29.19,-5.0,1.385,-85.0,17,1.494,69.5,要注意
"BB逆張り(期間20, 2.0σ)",BB逆張り,8,15,NY(21-23時),全曜日,順方向のみ,なし,361,1.1,64.5,62.3,7.86,-13.81,1.035,-249.0,5,143,1.1,66.4,122.5,8.0,-13.28,1.192,-69.3,4,1.152,69.4,要注意
"MACDクロス(16,26,9)",MACDクロス,6,12,全時間,月,順方向のみ,なし,707,3.4,63.2,-383.6,5.99,-11.78,0.875,-433.0,5,282,3.7,69.5,144.0,6.0,-12.0,1.14,-90.0,4,1.303,69.4,要注意
"RSI逆張り(期間10, 20/60)",RSI逆張り,10,5,全時間,金,上昇のみ,ATR高,467,3.5,28.1,-370.0,10.0,-5.0,0.78,-440.0,16,142,3.2,36.6,70.0,10.0,-5.0,1.156,-45.0,8,1.482,69.4,要注意
"BBブレイク(期間25, 2.0σ)",BBブレイク,4,30,東京(9-15時),全曜日,順方向のみ,ATR低,534,1.4,85.0,-426.6,4.0,-28.03,0.81,-542.6,2,211,1.5,89.1,77.9,3.99,-29.2,1.116,-140.0,2,1.378,69.4,要注意
"RSI逆張り(期間10, 20/75)",RSI逆張り,10,25,東京(9-15時),全曜日,レンジのみ,なし,321,1.1,71.3,59.9,9.95,-24.11,1.027,-222.5,4,130,1.1,73.8,131.6,10.0,-24.36,1.159,-125.0,2,1.129,69.3,要注意
押し目(EMA200+RSI40/65),押し目,6,10,全時間,水,なし,ATR低,561,3.1,59.9,-225.4,5.97,-9.92,0.899,-426.8,5,240,3.4,65.4,112.0,6.0,-10.0,1.135,-78.0,4,1.263,69.3,要注意
"BB逆張り(期間25, 2.0σ)",BB逆張り,25,10,ロンドン(16-21時),全曜日,下降のみ,ATR高,497,1.9,27.0,-451.0,23.63,-9.96,0.875,-700.0,17,145,1.7,35.9,320.1,24.04,-10.0,1.344,-160.0,12,1.5,69.2,要注意
"EMAクロス(25,200)",EMAクロス,8,15,全時間,全曜日,なし,ATR低,444,1.3,62.6,-89.5,7.94,-13.84,0.961,-244.2,5,166,1.2,66.9,134.7,8.0,-13.7,1.179,-68.7,5,1.227,69.2,要注意
"BB逆張り(期間20, 1.5σ)",BB逆張り,4,30,東京(9-15時),金,上昇のみ,なし,319,2.6,83.1,-535.3,4.0,-29.54,0.664,-595.3,3,139,2.9,88.5,29.2,4.0,-28.93,1.063,-144.0,1,1.5,69.2,要注意
"RSI逆張り(期間7, 25/75)",RSI逆張り,6,20,全時間,火,順方向のみ,なし,375,2.0,78.1,140.5,6.0,-19.73,1.087,-310.0,3,168,2.3,79.2,109.9,6.0,-19.66,1.16,-74.0,3,1.067,69.2,採用候補
"RSI逆張り(期間14, 35/70)",RSI逆張り,10,30,東京(9-15時),全曜日,レンジのみ,なし,641,1.2,73.0,-248.4,9.94,-28.32,0.949,-515.6,5,242,1.3,77.7,325.1,9.99,-28.77,1.209,-130.0,4,1.274,69.2,要注意
"BBブレイク(期間30, 2.0σ)",BBブレイク,15,30,東京(9-15時),全曜日,なし,ATR低,729,1.2,59.8,-1392.5,14.6,-26.48,0.821,-1493.3,6,248,1.2,70.6,473.7,14.69,-28.73,1.226,-195.0,4,1.493,69.2,要注意
"BBブレイク(期間25, 2.0σ)",BBブレイク,4,30,全時間,月,レンジのみ,直近30分変動大,403,2.6,84.9,-350.7,4.0,-28.18,0.796,-498.5,3,166,2.5,88.6,61.3,4.0,-27.72,1.116,-130.0,2,1.402,69.1,要注意
"RSI逆張り(期間10, 30/70)",RSI逆張り,15,20,10時台,全曜日,なし,ATR高,302,1.1,52.0,-467.1,14.99,-19.45,0.834,-522.1,14,119,1.1,62.2,210.0,15.0,-20.0,1.233,-150.0,4,1.478,69.1,要注意
"BB逆張り(期間14, 1.5σ)",BB逆張り,6,8,ロンドン(16-21時),金,下降のみ,なし,381,3.5,54.6,-141.5,5.97,-8.0,0.898,-209.5,7,126,3.4,61.9,84.0,6.0,-8.0,1.219,-74.0,5,1.357,69.1,要注意
"BBブレイク(期間20, 2.0σ)",BBブレイク,4,15,東京(9-15時),全曜日,なし,ATR高,1047,2.4,77.7,-258.0,4.0,-15.0,0.926,-481.0,6,353,2.1,80.2,82.0,4.0,-15.0,1.078,-102.0,2,1.164,69.1,要注意
"BBブレイク(期間30, 1.5σ)",BBブレイク,25,30,全時間,木,順方向のみ,ATR高,440,2.4,57.7,916.7,23.49,-27.15,1.182,-278.6,11,138,2.5,60.1,492.8,25.0,-28.77,1.311,-160.0,3,1.109,69.1,採用候補
"BB逆張り(期間20, 2.5σ)",BB逆張り,10,10,全時間,水,なし,ATR低,394,2.3,47.7,-216.5,9.81,-10.0,0.895,-270.4,7,148,2.3,55.4,166.7,10.0,-9.9,1.255,-83.3,8,1.402,69.1,要注意
"RSI逆張り(期間10, 30/70)",RSI逆張り,8,15,ロンドン(16-21時),金,なし,なし,440,2.2,67.0,169.8,7.95,-15.0,1.078,-215.0,3,150,2.2,69.3,152.6,8.0,-14.77,1.225,-87.0,4,1.136,69.1,採用候補
"MACDクロス(16,21,12)",MACDクロス,8,5,全時間,月,順方向のみ,なし,749,3.7,36.7,-168.2,7.96,-4.97,0.929,-254.0,11,287,3.8,43.9,203.0,8.0,-5.0,1.252,-96.0,7,1.348,69.1,要注意
"BB逆張り(期間30, 2.5σ)",BB逆張り,20,5,全時間,木,上昇のみ,なし,485,3.0,21.4,130.6,19.53,-4.99,1.069,-170.0,33,192,3.1,26.6,259.7,18.92,-5.0,1.368,-80.0,15,1.28,69.1,採用候補
"BBブレイク(期間20, 1.5σ)",BBブレイク,6,15,東京(9-15時),水,なし,なし,834,4.0,71.6,32.2,6.0,-14.98,1.009,-273.0,4,375,4.9,74.1,213.0,6.0,-15.0,1.146,-111.0,3,1.136,69.1,要注意
"MACDクロス(16,35,12)",MACDクロス,10,5,NY(21-23時),全曜日,順方向のみ,なし,530,1.2,31.9,-139.7,9.76,-4.96,0.922,-249.2,11,180,1.2,37.2,100.9,9.94,-5.0,1.179,-55.0,7,1.279,69.1,要注意
"RSI逆張り(期間10, 30/75)",RSI逆張り,12,5,全時間,火,なし,ATR高,637,4.0,28.9,-86.1,11.82,-4.99,0.962,-202.1,14,224,3.8,35.7,240.0,12.0,-5.0,1.333,-97.0,10,1.386,69.0,要注意
"BBブレイク(期間14, 2.0σ)",BBブレイク,8,30,東京(9-15時),全曜日,下降のみ,直近30分変動大,762,2.0,76.2,-684.2,8.0,-29.46,0.872,-841.7,4,348,2.0,80.7,293.9,8.0,-29.17,1.15,-180.0,3,1.319,69.0,要注意
"BBブレイク(期間25, 2.5σ)",BBブレイク,5,30,全時間,火,順方向のみ,直近30分変動大,459,2.7,83.2,-263.0,4.99,-28.19,0.879,-525.3,4,195,2.7,86.7,93.2,5.0,-28.92,1.124,-160.0,2,1.279,68.9,要注意
"RSI逆張り(期間21, 35/70)",RSI逆張り,8,10,全時間,月,なし,直近30分変動大,339,2.3,54.3,-72.6,8.0,-9.97,0.953,-218.0,6,157,2.4,59.2,104.0,8.0,-10.0,1.163,-78.0,4,1.22,68.9,要注意
押し目(EMA200+RSI45/65),押し目,15,30,東京(9-15時),全曜日,レンジのみ,なし,436,1.1,63.3,-423.2,14.69,-27.99,0.905,-803.5,5,160,1.2,70.0,261.3,14.84,-29.19,1.187,-180.0,3,1.312,68.9,要注意
"RSI逆張り(期間14, 35/65)",RSI逆張り,5,25,全時間,全曜日,順方向のみ,なし,927,1.4,84.0,454.8,4.99,-23.2,1.132,-218.7,3,346,1.4,85.8,265.7,4.99,-24.82,1.219,-143.3,3,1.077,68.8,採用候補
押し目(EMA200+RSI45/65),押し目,10,25,全時間,全曜日,レンジのみ,ATR低,823,1.3,67.6,-323.7,9.73,-21.47,0.944,-561.1,4,296,1.3,72.3,295.4,9.64,-21.55,1.167,-171.6,3,1.236,68.8,要注意
"RSI逆張り(期間10, 30/65)",RSI逆張り,5,30,全時間,水,なし,直近30分変動大,805,4.5,83.4,-535.1,4.99,-29.0,0.862,-648.2,3,401,5.3,87.0,244.9,5.0,-28.85,1.163,-225.0,3,1.349,68.8,要注意
"EMAクロス(3,75)",EMAクロス,12,12,9時台,全曜日,なし,直近30分変動大,312,1.1,50.6,48.0,12.0,-12.0,1.026,-264.0,7,126,1.1,56.3,192.0,12.0,-12.0,1.291,-84.0,7,1.258,68.8,要注意
"RSI逆張り(期間7, 30/75)",RSI逆張り,6,10,ロンドン(16-21時),全曜日,なし,ATR低,412,1.6,56.3,-383.2,5.96,-9.81,0.783,-435.8,7,198,1.6,64.6,62.8,5.96,-10.0,1.09,-86.0,3,1.392,68.8,要注意
"BB逆張り(期間20, 1.5σ)",BB逆張り,10,20,全時間,火,レンジのみ,なし,786,3.8,65.3,-273.7,9.95,-19.7,0.949,-548.5,7,350,4.5,71.4,504.4,9.98,-19.91,1.253,-210.0,4,1.32,68.8,要注意
"BB逆張り(期間14, 2.0σ)",BB逆張り,5,15,10時台,全曜日,上昇のみ,なし,319,1.1,73.4,-94.9,5.0,-14.88,0.925,-239.9,3,125,1.1,76.8,45.0,5.0,-15.0,1.103,-50.0,3,1.192,68.8,要注意
"MACDクロス(12,35,6)",MACDクロス,10,30,全時間,全曜日,上昇のみ,ATR高,1487,2.3,70.4,-1269.6,9.85,-26.31,0.89,-1851.0,6,500,2.2,76.2,523.2,9.98,-27.54,1.16,-233.1,3,1.303,68.7,要注意
"MACDクロス(16,21,6)",MACDクロス,8,10,10時台,全曜日,レンジのみ,なし,318,1.2,53.1,-138.0,8.0,-10.0,0.907,-174.0,5,115,1.1,60.0,92.0,8.0,-10.0,1.2,-64.0,6,1.323,68.7,要注意
"RSI逆張り(期間10, 25/65)",RSI逆張り,4,30,全時間,水,なし,ATR低,493,2.7,86.0,-314.6,4.0,-29.14,0.844,-358.6,3,201,3.0,89.1,65.4,4.0,-29.57,1.101,-126.0,2,1.305,68.7,要注意
"BB逆張り(期間20, 1.5σ)",BB逆張り,15,20,16時台,全曜日,なし,ATR高,440,1.2,53.9,-401.4,14.92,-19.4,0.898,-574.5,7,145,1.2,62.1,277.8,15.0,-19.49,1.259,-120.0,6,1.402,68.7,要注意
"BBブレイク(期間20, 2.0σ)",BBブレイク,10,20,ロンドン(16-21時),全曜日,上昇のみ,ATR高,406,1.5,66.3,29.2,9.92,-19.26,1.011,-284.7,4,122,1.6,71.3,202.5,9.94,-18.93,1.306,-170.0,4,1.292,68.6,要注意
"MACDクロス(12,26,12)",MACDクロス,20,30,東京(9-15時),全曜日,下降のみ,ATR高,313,1.4,62.6,382.6,19.66,-29.67,1.11,-270.0,4,145,1.4,65.5,389.2,19.73,-29.71,1.262,-190.0,3,1.137,68.6,採用候補
